date	route_id	route_name	vehicle_type	time_of_day	boarding_count	alighting_count	fare_collected	delay_minutes	weather_condition	day_type
10-11-2023	R105	Waterfront Line	Bus	Morning Peak	175	161	359.4	0.3	Cloudy	Weekday
10-11-2023	R106	Night Owl	Light Rail	Evening Peak	161	146	426.1	1	Clear	Weekday
10-11-2023	R107	East-West Connector	Light Rail	Morning Peak	175	165	446.1	0.2	Clear	Weekday
11-11-2023	R101	Central-Downtown	Metro	Evening	95	80	311.7	0.1	Cloudy	Weekend
11-11-2023	R102	Suburb Express	Metro	Midday	104	82	301	7.8	Stormy	Weekend
11-11-2023	R103	University Loop	Metro	Midday	220	208	663.6	4.4	Rainy	Weekend
11-11-2023	R104	Airport Shuttle	Bus	Evening	207	189	440.4	0.6	Clear	Weekend
11-11-2023	R105	Waterfront Line	Bus	Midday	195	174	375.5	0.9	Clear	Weekend
11-11-2023	R106	Night Owl	Light Rail	Evening	127	117	301	0.2	Clear	Weekend
11-11-2023	R107	East-West Connector	Bus	Evening	194	169	394	3.3	Rainy	Weekend
12-11-2023	R101	Central-Downtown	Light Rail	Midday	143	118	329.4	0	Clear	Weekend
12-11-2023	R102	Suburb Express	Metro	Midday	98	81	268.9	0.2	Clear	Weekend
12-11-2023	R103	University Loop	Light Rail	Midday	108	96	284.2	0.7	Clear	Weekend
12-11-2023	R104	Airport Shuttle	Light Rail	Midday	110	88	296.9	4.1	Rainy	Weekend
12-11-2023	R105	Waterfront Line	Bus	Midday	187	164	401.3	0.2	Clear	Weekend
12-11-2023	R106	Night Owl	Light Rail	Midday	147	124	398.2	1	Clear	Weekend
12-11-2023	R107	East-West Connector	Bus	Evening	160	142	341.7	1.9	Stormy	Weekend
13-11-2023	R101	Central-Downtown	Metro	Evening Peak	142	113	393	1.6	Rainy	Weekday
13-11-2023	R102	Suburb Express	Bus	Morning Peak	218	189	418.7	0.2	Clear	Weekday
13-11-2023	R103	University Loop	Bus	Evening Peak	197	180	423.7	0.2	Clear	Weekday
13-11-2023	R104	Airport Shuttle	Light Rail	Evening Peak	118	92	282.3	0.2	Clear	Weekday
13-11-2023	R105	Waterfront Line	Metro	Evening Peak	104	79	332.7	0.1	Clear	Weekday
13-11-2023	R106	Night Owl	Bus	Off-Peak	99	94	180.8	0.1	Stormy	Weekday
13-11-2023	R107	East-West Connector	Metro	Morning Peak	177	154	560.1	4.5	Rainy	Weekday
14-11-2023	R101	Central-Downtown	Bus	Evening Peak	197	168	416.8	2.3	Rainy	Weekday
14-11-2023	R102	Suburb Express	Bus	Morning Peak	150	129	327	2.7	Rainy	Weekday
14-11-2023	R103	University Loop	Metro	Evening Peak	91	64	265.5	0	Clear	Weekday
14-11-2023	R104	Airport Shuttle	Bus	Morning Peak	216	194	430.4	0.5	Clear	Weekday
14-11-2023	R105	Waterfront Line	Bus	Morning Peak	121	95	218.2	0	Clear	Weekday
14-11-2023	R106	Night Owl	Bus	Morning Peak	197	177	358.1	0.8	Clear	Weekday
14-11-2023	R107	East-West Connector	Bus	Off-Peak	68	57	138	0.6	Clear	Weekday
15-11-2023	R101	Central-Downtown	Bus	Evening Peak	194	184	379.5	4.3	Rainy	Weekday
15-11-2023	R102	Suburb Express	Metro	Morning Peak	227	217	725.1	3.4	Stormy	Weekday
15-11-2023	R103	University Loop	Bus	Evening Peak	162	138	295.5	2.3	Rainy	Weekday
15-11-2023	R104	Airport Shuttle	Bus	Morning Peak	147	133	271.7	0.7	Clear	Weekday
15-11-2023	R105	Waterfront Line	Bus	Morning Peak	128	112	251.5	2.1	Rainy	Weekday
15-11-2023	R106	Night Owl	Light Rail	Evening Peak	103	75	278.8	4.1	Rainy	Weekday
15-11-2023	R107	East-West Connector	Metro	Morning Peak	90	75	287.8	3.4	Stormy	Weekday
16-11-2023	R101	Central-Downtown	Metro	Evening Peak	232	208	632.5	0.4	Clear	Weekday
16-11-2023	R102	Suburb Express	Bus	Evening Peak	161	141	317.5	0.6	Rainy	Weekday
16-11-2023	R103	University Loop	Bus	Evening Peak	221	210	431.8	0.4	Clear	Weekday
16-11-2023	R104	Airport Shuttle	Metro	Morning Peak	185	172	543.1	0.4	Clear	Weekday
16-11-2023	R105	Waterfront Line	Bus	Evening Peak	132	122	287.6	0.4	Clear	Weekday
16-11-2023	R106	Night Owl	Bus	Morning Peak	128	102	265.1	0.9	Rainy	Weekday
16-11-2023	R107	East-West Connector	Bus	Off-Peak	97	92	180.1	0	Clear	Weekday
17-11-2023	R101	Central-Downtown	Metro	Off-Peak	46	36	149.7	0.3	Clear	Weekday
17-11-2023	R102	Suburb Express	Bus	Morning Peak	159	145	339.3	0.2	Clear	Weekday
17-11-2023	R103	University Loop	Bus	Evening Peak	102	76	187.2	0.3	Rainy	Weekday
17-11-2023	R104	Airport Shuttle	Bus	Off-Peak	54	45	100.5	0.4	Clear	Weekday
17-11-2023	R105	Waterfront Line	Metro	Off-Peak	82	68	262.1	0.4	Rainy	Weekday
17-11-2023	R106	Night Owl	Metro	Evening Peak	143	123	434	0.4	Clear	Weekday
17-11-2023	R107	East-West Connector	Bus	Evening Peak	115	87	243	0.7	Rainy	Weekday
18-11-2023	R101	Central-Downtown	Bus	Evening	132	116	258.5	0.3	Clear	Weekend
18-11-2023	R102	Suburb Express	Metro	Midday	212	201	664.3	1	Clear	Weekend
18-11-2023	R103	University Loop	Bus	Evening	84	55	166.9	1.7	Clear	Weekend
18-11-2023	R104	Airport Shuttle	Light Rail	Evening	193	178	491.1	0.2	Clear	Weekend
18-11-2023	R105	Waterfront Line	Bus	Evening	114	94	247.1	0.6	Clear	Weekend
18-11-2023	R106	Night Owl	Light Rail	Midday	206	182	522.6	0.4	Stormy	Weekend
18-11-2023	R107	East-West Connector	Bus	Evening	133	121	263.3	0.5	Clear	Weekend
19-11-2023	R101	Central-Downtown	Light Rail	Midday	130	110	349.2	0.5	Clear	Weekend
19-11-2023	R102	Suburb Express	Metro	Evening	163	151	460.7	0	Stormy	Weekend
19-11-2023	R103	University Loop	Light Rail	Evening	124	112	324.7	0.7	Cloudy	Weekend
19-11-2023	R104	Airport Shuttle	Bus	Evening	76	66	162.5	0.2	Rainy	Weekend
19-11-2023	R105	Waterfront Line	Bus	Midday	95	80	182.6	0.5	Clear	Weekend
19-11-2023	R106	Night Owl	Metro	Evening	166	151	478	0.3	Clear	Weekend
19-11-2023	R107	East-West Connector	Metro	Evening	179	168	559.6	0.5	Rainy	Weekend
20-11-2023	R101	Central-Downtown	Light Rail	Evening Peak	194	178	482.7	0.5	Clear	Weekday
20-11-2023	R102	Suburb Express	Light Rail	Evening Peak	182	156	475	0.3	Cloudy	Weekday
20-11-2023	R103	University Loop	Light Rail	Evening Peak	129	102	305.9	3.5	Rainy	Weekday
20-11-2023	R104	Airport Shuttle	Light Rail	Evening Peak	187	165	506.5	1	Rainy	Weekday
20-11-2023	R105	Waterfront Line	Bus	Off-Peak	92	79	165.6	0	Clear	Weekday
20-11-2023	R106	Night Owl	Bus	Evening Peak	165	147	319.5	0	Foggy	Weekday
20-11-2023	R107	East-West Connector	Light Rail	Off-Peak	56	50	134.8	1.1	Cloudy	Weekday
21-11-2023	R101	Central-Downtown	Bus	Off-Peak	96	89	176.2	1.4	Rainy	Weekday
21-11-2023	R102	Suburb Express	Bus	Evening Peak	177	153	330.4	2.2	Rainy	Weekday
21-11-2023	R103	University Loop	Light Rail	Evening Peak	95	71	258.6	0.3	Clear	Weekday
21-11-2023	R104	Airport Shuttle	Metro	Off-Peak	50	40	163.7	0.3	Clear	Weekday
21-11-2023	R105	Waterfront Line	Bus	Morning Peak	101	87	215	0.1	Cloudy	Weekday
21-11-2023	R106	Night Owl	Metro	Evening Peak	191	181	606.9	0	Cloudy	Weekday
21-11-2023	R107	East-West Connector	Bus	Off-Peak	82	75	158	1	Rainy	Weekday
22-11-2023	R101	Central-Downtown	Metro	Morning Peak	142	130	440.2	0.8	Cloudy	Weekday
22-11-2023	R102	Suburb Express	Metro	Morning Peak	162	148	526	0.6	Cloudy	Weekday
22-11-2023	R103	University Loop	Light Rail	Morning Peak	110	95	276.7	0	Clear	Weekday
22-11-2023	R104	Airport Shuttle	Bus	Off-Peak	94	89	180.9	0.7	Cloudy	Weekday
22-11-2023	R105	Waterfront Line	Metro	Off-Peak	65	52	180.2	0	Clear	Weekday
22-11-2023	R106	Night Owl	Bus	Evening Peak	180	151	370.2	0.4	Clear	Weekday
22-11-2023	R107	East-West Connector	Metro	Evening Peak	168	148	537.2	0.7	Rainy	Weekday
23-11-2023	R101	Central-Downtown	Bus	Morning Peak	220	202	478.5	1.3	Rainy	Weekday
23-11-2023	R102	Suburb Express	Bus	Evening Peak	91	74	198.1	2.4	Cloudy	Weekday
23-11-2023	R103	University Loop	Metro	Off-Peak	65	60	184.3	0.1	Clear	Weekday
23-11-2023	R104	Airport Shuttle	Metro	Evening Peak	166	146	546	1.2	Clear	Weekday
23-11-2023	R105	Waterfront Line	Bus	Evening Peak	236	212	511.4	0.3	Clear	Weekday
23-11-2023	R106	Night Owl	Light Rail	Evening Peak	158	131	356.1	1.2	Rainy	Weekday
23-11-2023	R107	East-West Connector	Bus	Off-Peak	57	43	118.1	0.2	Clear	Weekday
24-11-2023	R101	Central-Downtown	Light Rail	Evening Peak	162	150	377.9	0.1	Clear	Weekday
24-11-2023	R102	Suburb Express	Bus	Off-Peak	89	79	164.1	1.4	Rainy	Weekday
24-11-2023	R103	University Loop	Bus	Off-Peak	102	93	201.4	0	Clear	Weekday
24-11-2023	R104	Airport Shuttle	Metro	Off-Peak	44	37	138.1	0.6	Clear	Weekday
24-11-2023	R105	Waterfront Line	Bus	Off-Peak	70	56	139.4	0.6	Rainy	Weekday
24-11-2023	R106	Night Owl	Metro	Evening Peak	195	168	616.8	0	Clear	Weekday
24-11-2023	R107	East-West Connector	Bus	Morning Peak	155	135	281.9	0.1	Cloudy	Weekday
25-11-2023	R101	Central-Downtown	Metro	Evening	138	126	446.7	1.2	Clear	Weekend
25-11-2023	R102	Suburb Express	Bus	Evening	126	110	245.5	0.7	Clear	Weekend
25-11-2023	R103	University Loop	Light Rail	Evening	109	87	258.9	0.2	Clear	Weekend
25-11-2023	R104	Airport Shuttle	Metro	Midday	199	177	653.6	0.9	Clear	Weekend
25-11-2023	R105	Waterfront Line	Metro	Midday	204	193	634	0.3	Clear	Weekend
25-11-2023	R106	Night Owl	Metro	Evening	134	113	422.8	0.2	Clear	Weekend
25-11-2023	R107	East-West Connector	Light Rail	Evening	142	119	374.9	0.3	Clear	Weekend
26-11-2023	R101	Central-Downtown	Bus	Evening	187	159	381	0.5	Clear	Weekend
26-11-2023	R102	Suburb Express	Bus	Midday	132	120	242.6	0	Cloudy	Weekend
26-11-2023	R103	University Loop	Metro	Evening	147	134	410.3	0.4	Cloudy	Weekend
26-11-2023	R104	Airport Shuttle	Bus	Midday	226	208	406.8	0.4	Clear	Weekend
26-11-2023	R105	Waterfront Line	Bus	Evening	110	95	198.4	1.1	Clear	Weekend
26-11-2023	R106	Night Owl	Bus	Midday	169	145	332.3	0.5	Cloudy	Weekend
26-11-2023	R107	East-West Connector	Light Rail	Evening	125	100	337.6	2.1	Cloudy	Weekend
27-11-2023	R101	Central-Downtown	Metro	Morning Peak	107	81	313.3	0.7	Clear	Weekday
27-11-2023	R102	Suburb Express	Bus	Morning Peak	92	72	188.7	0.2	Clear	Weekday
27-11-2023	R103	University Loop	Light Rail	Evening Peak	136	121	359.1	0.4	Rainy	Weekday
27-11-2023	R104	Airport Shuttle	Light Rail	Evening Peak	229	205	597	1.3	Clear	Weekday
27-11-2023	R105	Waterfront Line	Metro	Evening Peak	188	177	598.6	0.2	Clear	Weekday
27-11-2023	R106	Night Owl	Bus	Off-Peak	48	43	100.4	1.5	Clear	Weekday
27-11-2023	R107	East-West Connector	Bus	Morning Peak	123	110	240.3	0.9	Clear	Weekday
28-11-2023	R101	Central-Downtown	Bus	Evening Peak	119	106	240.8	0.6	Clear	Weekday
28-11-2023	R102	Suburb Express	Metro	Evening Peak	192	167	617.8	0.8	Clear	Weekday
28-11-2023	R103	University Loop	Metro	Morning Peak	153	124	475.3	0.8	Rainy	Weekday
28-11-2023	R104	Airport Shuttle	Light Rail	Evening Peak	85	73	227.4	2	Stormy	Weekday
28-11-2023	R105	Waterfront Line	Bus	Morning Peak	92	78	178.6	0.8	Rainy	Weekday
28-11-2023	R106	Night Owl	Metro	Evening Peak	208	181	615.6	0.8	Rainy	Weekday
28-11-2023	R107	East-West Connector	Bus	Morning Peak	226	204	477.8	0.2	Rainy	Weekday
29-11-2023	R101	Central-Downtown	Metro	Evening Peak	126	99	411.4	0	Foggy	Weekday
29-11-2023	R102	Suburb Express	Bus	Off-Peak	100	86	184.5	0.7	Clear	Weekday
29-11-2023	R103	University Loop	Metro	Evening Peak	167	151	477.4	0.3	Clear	Weekday
29-11-2023	R104	Airport Shuttle	Bus	Morning Peak	155	135	315.9	1.3	Clear	Weekday
29-11-2023	R105	Waterfront Line	Bus	Evening Peak	141	113	289	0.6	Rainy	Weekday
29-11-2023	R106	Night Owl	Bus	Off-Peak	65	52	135.4	0.8	Rainy	Weekday
29-11-2023	R107	East-West Connector	Bus	Evening Peak	119	109	219.8	0.5	Clear	Weekday
30-11-2023	R101	Central-Downtown	Bus	Off-Peak	53	47	103.3	0.5	Clear	Weekday
30-11-2023	R102	Suburb Express	Bus	Off-Peak	41	34	89.5	0.9	Clear	Weekday
30-11-2023	R103	University Loop	Bus	Evening Peak	191	165	381.9	0.8	Rainy	Weekday
30-11-2023	R104	Airport Shuttle	Light Rail	Morning Peak	135	111	321.2	0.6	Clear	Weekday
30-11-2023	R105	Waterfront Line	Bus	Evening Peak	134	116	254.2	0.2	Rainy	Weekday
30-11-2023	R106	Night Owl	Bus	Off-Peak	95	90	179.1	0.1	Clear	Weekday
30-11-2023	R107	East-West Connector	Bus	Evening Peak	224	204	456.5	0.2	Clear	Weekday
01-12-2023	R101	Central-Downtown	Light Rail	Morning Peak	142	119	347.7	0.1	Clear	Weekday
01-12-2023	R102	Suburb Express	Light Rail	Morning Peak	112	96	267.1	1.1	Clear	Weekday
01-12-2023	R103	University Loop	Metro	Evening Peak	104	89	307.5	0.5	Clear	Weekday
01-12-2023	R104	Airport Shuttle	Light Rail	Morning Peak	205	185	522.6	0.4	Clear	Weekday
01-12-2023	R105	Waterfront Line	Bus	Evening Peak	221	197	422.6	0	Rainy	Weekday
01-12-2023	R106	Night Owl	Bus	Off-Peak	62	57	116.2	4.3	Rainy	Weekday
01-12-2023	R107	East-West Connector	Light Rail	Evening Peak	131	117	295.3	0.3	Foggy	Weekday
02-12-2023	R101	Central-Downtown	Metro	Midday	203	181	585.6	1.5	Foggy	Weekend
02-12-2023	R102	Suburb Express	Bus	Midday	212	187	455.9	0.2	Clear	Weekend
02-12-2023	R103	University Loop	Metro	Evening	142	128	441.1	1	Cloudy	Weekend
02-12-2023	R104	Airport Shuttle	Metro	Midday	162	148	477.4	1	Rainy	Weekend
02-12-2023	R105	Waterfront Line	Bus	Midday	226	211	478.2	0.4	Clear	Weekend
02-12-2023	R106	Night Owl	Bus	Midday	163	135	309.1	0.1	Clear	Weekend
02-12-2023	R107	East-West Connector	Bus	Evening	124	101	231.5	0.2	Clear	Weekend
03-12-2023	R101	Central-Downtown	Bus	Evening	113	93	228.6	0.3	Clear	Weekend
03-12-2023	R102	Suburb Express	Metro	Evening	193	183	544.7	0.4	Clear	Weekend
03-12-2023	R103	University Loop	Metro	Midday	202	186	562.7	0.5	Rainy	Weekend
03-12-2023	R104	Airport Shuttle	Bus	Evening	120	104	236.1	0.8	Clear	Weekend
03-12-2023	R105	Waterfront Line	Bus	Midday	158	133	285	1.5	Rainy	Weekend
03-12-2023	R106	Night Owl	Light Rail	Evening	183	155	437.9	0.4	Clear	Weekend
03-12-2023	R107	East-West Connector	Light Rail	Midday	90	70	205.9	0.8	Clear	Weekend
04-12-2023	R101	Central-Downtown	Light Rail	Morning Peak	95	80	232.2	1.7	Clear	Weekday
04-12-2023	R102	Suburb Express	Bus	Evening Peak	165	154	330.9	0.5	Stormy	Weekday
04-12-2023	R103	University Loop	Light Rail	Morning Peak	210	198	509.3	0	Clear	Weekday
04-12-2023	R104	Airport Shuttle	Bus	Evening Peak	160	149	330.3	0	Clear	Weekday
04-12-2023	R105	Waterfront Line	Light Rail	Evening Peak	178	165	468.7	0.8	Clear	Weekday
04-12-2023	R106	Night Owl	Metro	Off-Peak	106	101	287.1	0.6	Clear	Weekday
04-12-2023	R107	East-West Connector	Bus	Evening Peak	98	72	186.5	1.1	Rainy	Weekday
05-12-2023	R101	Central-Downtown	Metro	Off-Peak	100	86	294.9	1	Rainy	Weekday
05-12-2023	R102	Suburb Express	Metro	Morning Peak	177	156	554.8	1.6	Rainy	Weekday
05-12-2023	R103	University Loop	Metro	Morning Peak	121	95	346.4	0.6	Rainy	Weekday
05-12-2023	R104	Airport Shuttle	Light Rail	Evening Peak	89	67	237	0.2	Clear	Weekday
05-12-2023	R105	Waterfront Line	Metro	Off-Peak	96	88	285.8	3.1	Stormy	Weekday
05-12-2023	R106	Night Owl	Metro	Evening Peak	151	134	410.5	0	Clear	Weekday
05-12-2023	R107	East-West Connector	Light Rail	Morning Peak	113	86	298.5	0.1	Clear	Weekday
06-12-2023	R101	Central-Downtown	Metro	Evening Peak	95	78	270.7	0	Clear	Weekday
06-12-2023	R102	Suburb Express	Bus	Off-Peak	81	74	178.1	0	Clear	Weekday
06-12-2023	R103	University Loop	Bus	Morning Peak	196	168	384.6	0	Clear	Weekday
06-12-2023	R104	Airport Shuttle	Bus	Morning Peak	133	106	277	0.1	Clear	Weekday
06-12-2023	R105	Waterfront Line	Metro	Morning Peak	79	65	254.3	0.4	Clear	Weekday
06-12-2023	R106	Night Owl	Light Rail	Evening Peak	145	126	336.3	0.4	Clear	Weekday
06-12-2023	R107	East-West Connector	Light Rail	Morning Peak	195	181	500.5	0.3	Clear	Weekday
07-12-2023	R101	Central-Downtown	Bus	Off-Peak	90	80	183.4	0.3	Clear	Weekday
07-12-2023	R102	Suburb Express	Metro	Evening Peak	143	129	390.8	7.3	Rainy	Weekday
07-12-2023	R103	University Loop	Bus	Evening Peak	194	181	381.3	0	Clear	Weekday
07-12-2023	R104	Airport Shuttle	Metro	Evening Peak	163	136	442	0.5	Cloudy	Weekday
07-12-2023	R105	Waterfront Line	Metro	Off-Peak	54	47	166.5	4.3	Stormy	Weekday
07-12-2023	R106	Night Owl	Metro	Off-Peak	98	88	298.9	0.2	Clear	Weekday
07-12-2023	R107	East-West Connector	Bus	Morning Peak	163	137	333	1.1	Cloudy	Weekday
08-12-2023	R101	Central-Downtown	Metro	Morning Peak	194	169	567.5	1.1	Cloudy	Weekday
08-12-2023	R102	Suburb Express	Bus	Morning Peak	173	147	354.5	1.3	Stormy	Weekday
08-12-2023	R103	University Loop	Light Rail	Morning Peak	136	115	361.6	1.4	Cloudy	Weekday
08-12-2023	R104	Airport Shuttle	Bus	Morning Peak	164	143	306.2	0	Clear	Weekday
08-12-2023	R105	Waterfront Line	Light Rail	Morning Peak	124	95	339.3	1.7	Cloudy	Weekday
08-12-2023	R106	Night Owl	Bus	Morning Peak	125	108	236	0.9	Clear	Weekday
08-12-2023	R107	East-West Connector	Bus	Morning Peak	115	102	216.7	0.1	Cloudy	Weekday
09-12-2023	R101	Central-Downtown	Bus	Evening	103	83	208.6	0.1	Cloudy	Weekend
09-12-2023	R102	Suburb Express	Metro	Evening	140	119	401	0	Clear	Weekend
09-12-2023	R103	University Loop	Bus	Midday	213	202	422.5	1.7	Rainy	Weekend
09-12-2023	R104	Airport Shuttle	Metro	Evening	129	105	351.8	0.4	Clear	Weekend
09-12-2023	R105	Waterfront Line	Metro	Evening	195	174	606.9	0.2	Rainy	Weekend
09-12-2023	R106	Night Owl	Metro	Midday	139	122	391.7	0.4	Stormy	Weekend
09-12-2023	R107	East-West Connector	Metro	Evening	116	103	380.7	0.7	Foggy	Weekend
10-12-2023	R101	Central-Downtown	Bus	Midday	193	181	364.3	0.9	Clear	Weekend
10-12-2023	R102	Suburb Express	Bus	Evening	187	164	355.5	1.1	Foggy	Weekend
10-12-2023	R103	University Loop	Bus	Evening	220	202	418.2	0.4	Clear	Weekend
10-12-2023	R104	Airport Shuttle	Metro	Evening	189	162	516.4	0.1	Clear	Weekend
10-12-2023	R105	Waterfront Line	Bus	Evening	115	98	249.4	0.2	Clear	Weekend
10-12-2023	R106	Night Owl	Bus	Midday	188	172	338.9	0.6	Cloudy	Weekend
10-12-2023	R107	East-West Connector	Metro	Evening	121	105	394.6	0.6	Clear	Weekend
11-12-2023	R101	Central-Downtown	Bus	Evening Peak	147	121	294.6	4.8	Rainy	Weekday
11-12-2023	R102	Suburb Express	Metro	Evening Peak	191	181	613.5	2.8	Foggy	Weekday
11-12-2023	R103	University Loop	Metro	Evening Peak	107	83	318.8	1.2	Cloudy	Weekday
11-12-2023	R104	Airport Shuttle	Bus	Off-Peak	41	29	77.1	0.4	Clear	Weekday
11-12-2023	R105	Waterfront Line	Metro	Morning Peak	160	145	467.1	0.7	Clear	Weekday
11-12-2023	R106	Night Owl	Bus	Morning Peak	190	162	368.2	1.6	Clear	Weekday
11-12-2023	R107	East-West Connector	Metro	Off-Peak	73	63	226.8	0.9	Clear	Weekday
12-12-2023	R101	Central-Downtown	Light Rail	Off-Peak	113	105	308.7	0.6	Clear	Weekday
12-12-2023	R102	Suburb Express	Metro	Evening Peak	208	185	571.5	0.2	Clear	Weekday
12-12-2023	R103	University Loop	Bus	Off-Peak	103	91	224.1	0.1	Clear	Weekday
12-12-2023	R104	Airport Shuttle	Bus	Morning Peak	181	158	358.3	0.1	Foggy	Weekday
12-12-2023	R105	Waterfront Line	Bus	Morning Peak	129	112	262	0.9	Foggy	Weekday
12-12-2023	R106	Night Owl	Metro	Morning Peak	122	101	392.7	0.6	Clear	Weekday
12-12-2023	R107	East-West Connector	Light Rail	Morning Peak	104	91	250.3	0.6	Rainy	Weekday
13-12-2023	R101	Central-Downtown	Bus	Morning Peak	124	95	264.4	0.7	Clear	Weekday
13-12-2023	R102	Suburb Express	Metro	Morning Peak	133	104	417.7	1.8	Rainy	Weekday
13-12-2023	R103	University Loop	Bus	Morning Peak	174	161	353.7	1	Clear	Weekday
13-12-2023	R104	Airport Shuttle	Metro	Evening Peak	187	168	541.6	0.9	Clear	Weekday
13-12-2023	R105	Waterfront Line	Light Rail	Morning Peak	200	178	508.5	1.1	Clear	Weekday
13-12-2023	R106	Night Owl	Metro	Evening Peak	189	169	570.7	0.1	Clear	Weekday
13-12-2023	R107	East-West Connector	Metro	Morning Peak	207	189	562.8	0.1	Cloudy	Weekday
14-12-2023	R101	Central-Downtown	Bus	Morning Peak	81	64	177.9	0.1	Clear	Weekday
14-12-2023	R102	Suburb Express	Metro	Off-Peak	56	49	163	0.8	Clear	Weekday
14-12-2023	R103	University Loop	Bus	Morning Peak	129	103	250.7	0.4	Foggy	Weekday
14-12-2023	R104	Airport Shuttle	Bus	Morning Peak	114	92	226.1	1.3	Clear	Weekday
14-12-2023	R105	Waterfront Line	Bus	Off-Peak	79	65	171.8	0.1	Clear	Weekday
14-12-2023	R106	Night Owl	Metro	Evening Peak	82	59	263	0.1	Clear	Weekday
14-12-2023	R107	East-West Connector	Metro	Evening Peak	144	132	419.4	0.3	Clear	Weekday
15-12-2023	R101	Central-Downtown	Light Rail	Off-Peak	106	95	252	0.2	Clear	Weekday
15-12-2023	R102	Suburb Express	Bus	Evening Peak	122	97	230.2	0.4	Clear	Weekday
15-12-2023	R103	University Loop	Bus	Off-Peak	45	31	84	0.4	Cloudy	Weekday
15-12-2023	R104	Airport Shuttle	Bus	Evening Peak	174	156	335	0	Cloudy	Weekday
15-12-2023	R105	Waterfront Line	Bus	Morning Peak	187	175	343.4	0	Clear	Weekday
15-12-2023	R106	Night Owl	Metro	Morning Peak	188	174	508.5	0.1	Foggy	Weekday
15-12-2023	R107	East-West Connector	Bus	Evening Peak	101	82	215.9	0.4	Clear	Weekday
16-12-2023	R101	Central-Downtown	Bus	Evening	186	167	335.3	6.7	Stormy	Weekend
16-12-2023	R102	Suburb Express	Bus	Evening	99	84	195.6	0.2	Clear	Weekend
16-12-2023	R103	University Loop	Metro	Midday	72	51	222.9	0.3	Rainy	Weekend
16-12-2023	R104	Airport Shuttle	Light Rail	Midday	156	132	389.8	0.7	Foggy	Weekend
16-12-2023	R105	Waterfront Line	Bus	Evening	117	94	244.5	0.8	Rainy	Weekend
16-12-2023	R106	Night Owl	Light Rail	Midday	187	168	442.6	0.9	Clear	Weekend
16-12-2023	R107	East-West Connector	Light Rail	Midday	187	166	424.1	0.1	Foggy	Weekend
17-12-2023	R101	Central-Downtown	Bus	Midday	201	176	362.7	0.2	Cloudy	Weekend
17-12-2023	R102	Suburb Express	Bus	Evening	104	93	189.8	0.4	Clear	Weekend
17-12-2023	R103	University Loop	Metro	Midday	189	168	556.9	0.1	Clear	Weekend
17-12-2023	R104	Airport Shuttle	Bus	Midday	78	53	146.4	0.5	Clear	Weekend
17-12-2023	R105	Waterfront Line	Bus	Midday	95	79	172.9	0.3	Clear	Weekend
17-12-2023	R106	Night Owl	Bus	Midday	168	146	340.8	0.7	Cloudy	Weekend
17-12-2023	R107	East-West Connector	Bus	Midday	233	222	457.5	0.1	Rainy	Weekend
18-12-2023	R101	Central-Downtown	Bus	Morning Peak	138	118	283.8	1.1	Clear	Weekday
18-12-2023	R102	Suburb Express	Light Rail	Morning Peak	133	118	357.4	0.1	Cloudy	Weekday
18-12-2023	R103	University Loop	Metro	Morning Peak	87	67	253.7	0.6	Rainy	Weekday
18-12-2023	R104	Airport Shuttle	Bus	Off-Peak	39	32	72.8	0.7	Clear	Weekday
18-12-2023	R105	Waterfront Line	Metro	Evening Peak	195	184	577.3	0.5	Clear	Weekday
18-12-2023	R106	Night Owl	Metro	Evening Peak	135	119	440.2	3.5	Rainy	Weekday
18-12-2023	R107	East-West Connector	Metro	Evening Peak	156	129	444.9	0.3	Clear	Weekday
19-12-2023	R101	Central-Downtown	Bus	Evening Peak	205	189	389.7	0.1	Cloudy	Weekday
19-12-2023	R102	Suburb Express	Bus	Off-Peak	82	75	158.2	1.8	Rainy	Weekday
19-12-2023	R103	University Loop	Metro	Evening Peak	207	178	593.2	0.1	Cloudy	Weekday
19-12-2023	R104	Airport Shuttle	Metro	Morning Peak	188	174	581	0.1	Clear	Weekday
19-12-2023	R105	Waterfront Line	Metro	Morning Peak	157	146	462.7	0	Clear	Weekday
19-12-2023	R106	Night Owl	Metro	Off-Peak	96	85	295.6	0.4	Clear	Weekday
19-12-2023	R107	East-West Connector	Bus	Morning Peak	133	122	242.1	0.4	Cloudy	Weekday
20-12-2023	R101	Central-Downtown	Metro	Evening Peak	123	100	394.1	0.8	Clear	Weekday
20-12-2023	R102	Suburb Express	Light Rail	Morning Peak	233	211	558.4	0.6	Clear	Weekday
20-12-2023	R103	University Loop	Light Rail	Evening Peak	168	155	429.6	0.1	Clear	Weekday
20-12-2023	R104	Airport Shuttle	Metro	Morning Peak	199	182	552.6	0	Clear	Weekday
20-12-2023	R105	Waterfront Line	Metro	Off-Peak	49	44	156.7	0.5	Foggy	Weekday
20-12-2023	R106	Night Owl	Bus	Evening Peak	176	164	341.9	0	Clear	Weekday
20-12-2023	R107	East-West Connector	Metro	Off-Peak	68	55	206.2	0.2	Cloudy	Weekday
21-12-2023	R101	Central-Downtown	Metro	Off-Peak	49	38	134.7	1.9	Cloudy	Weekday
21-12-2023	R102	Suburb Express	Bus	Morning Peak	124	95	252.1	0.2	Cloudy	Weekday
21-12-2023	R103	University Loop	Bus	Evening Peak	135	120	275	0.9	Rainy	Weekday
